,verse,initial results,filtered stop-subverses,filtered multiple attributions,"""sure"" citations"
3067,1Pa 11:23,1,0,0,0
3068,Mk 9:3,1,1,1,1
3069,1K 9:7,1,1,1,0
3070,1K 3:2,1,0,0,0
3071,Sir 1:18,3,0,0,0
3072,Jk 5:3,3,3,0,0
3073,Joz 24:27,3,3,0,0
3074,Mk 1:44,5,0,0,0
3075,Mt 10:18,4,4,3,0
3076,L 9:5,5,1,1,0
3077,Ko 3:11,2,1,1,0
3078,L 7:7,2,1,0,0
3079,1J 2:13,6,0,0,0
3080,Nu 14:35,2,0,0,0
3081,1Kr 10:7,10,0,0,0
3082,Fp 1:23,2,1,1,0
3083,Gn 20:16,10,1,1,0
3084,Sir 36:12,3,3,3,0
3085,Neh 11:20,3,0,0,0
3086,2S 3:22,1,0,0,0
3087,Oz 10:11,1,0,0,0
3088,Sir 33:18,2,0,0,0
3089,Jl 2:1,1,1,0,0
3090,Jl 2:2,1,1,0,0
3091,Sf 1:15,1,1,1,0
3092,Joz 17:17,1,0,0,0
3093,Jl 2:15,1,1,0,0
3094,Jl 2:4,1,1,1,0
3095,Jl 1:5,1,1,1,0
3096,Jl 1:7,1,1,0,0
3097,Jl 1:12,1,1,1,1
3098,Jl 2:20,1,1,1,0
3099,2K 12:17,1,0,0,0
3100,Jl 2:25,1,1,1,1
3101,Da 2:5,1,1,1,0
3102,Kaz 5:11,1,0,0,0
3103,Ex 37:27,9,0,0,0
3104,Jk 3:8,1,0,0,0
3105,2Kr 5:11,16,0,0,0
3106,Joz 8:35,27,0,0,0
3107,Jb 13:18,4,0,0,0
3108,Mk 3:21,4,0,0,0
3109,Ex 30:14,2,0,0,0
3110,Ezd 8:13,24,0,0,0
3111,Z 71:1,1,1,1,1
3112,Z 38:5,1,0,0,0
3113,2K 8:3,9,0,0,0
3114,J 15:7,7,7,7,0
3115,1S 12:14,2,0,0,0
3116,Jb 34:4,1,1,1,1
3117,Nu 26:2,17,0,0,0
3118,Jb 9:17,3,0,0,0
3119,J 15:21,5,0,0,0
3120,Mt 10:41,9,0,0,0
3121,Kaz 3:22,1,0,0,0
3122,Sir 20:10,1,0,0,0
3123,Zj 19:21,1,1,0,0
3124,2K 1:4,1,1,1,0
3125,Gn 32:9,1,1,1,0
3126,Ez 2:2,8,1,1,0
3127,2K 7:2,8,0,0,0
3128,J 19:41,1,0,0,0
3129,2K 8:14,3,0,0,0
3130,Nu 4:20,2,0,0,0
3131,2Pa 19:10,5,0,0,0
3132,Da 5:4,13,1,1,0
3133,Neh 8:12,1,0,0,0
3134,2K 7:4,3,0,0,0
3135,Mt 18:22,2,2,0,0
3136,Mt 18:21,2,2,1,1
3137,Mt 18:15,1,1,1,0
3138,Mt 6:15,1,1,1,1
3139,Mk 7:6,4,4,0,0
3140,Mt 15:8,4,4,2,0
3141,Mou 8:7,9,0,0,0
3142,Joz 23:8,3,0,0,0
3143,1K 3:6,1,1,1,1
3144,Est 6:3,1,1,1,0
3145,Jr 22:3,4,0,0,0
3146,1Ma 11:42,16,0,0,0
3147,J 7:18,3,1,1,0
3148,Z 2:9,6,6,6,3
3149,Ez 30:11,5,0,0,0
3150,Ezd 5:5,12,0,0,0
3151,L 22:25,3,1,1,0
3152,Iz 62:9,9,0,0,0
3153,1Pa 9:43,8,0,0,0
3154,Mou 17:13,8,0,0,0
3155,Jr 4:2,12,0,0,0
3156,Est 3:4,6,0,0,0
3157,Mk 5:12,3,0,0,0
3158,Est 11:2,7,0,0,0
3159,Z 34:1,1,0,0,0
3160,Nu 1:17,3,0,0,0
3161,Ezd 3:5,2,0,0,0
3162,Jr 26:4,6,0,0,0
3163,Ga 6:3,1,1,1,0
3164,1P 2:11,1,0,0,0
3165,Mt 6:8,2,2,1,0
3166,Mt 6:7,2,2,2,0
3167,2P 1:13,7,0,0,0
3168,J 18:7,10,10,9,0
3169,1K 12:29,7,0,0,0
3170,Pl 2:18,3,0,0,0
3171,Nu 19:2,4,0,0,0
3172,Nu 31:21,5,1,1,0
3173,2K 9:1,1,0,0,0
3174,Zd 10:2,3,3,3,0
3175,Nu 4:16,4,0,0,0
3176,Sk 20:10,2,0,0,0
3177,Zd 13:3,5,0,0,0
3178,Iz 28:9,1,1,1,0
3179,R 12:8,8,2,2,0
3180,Z 97:7,2,2,2,0
3181,Dt 5:9,3,3,3,2
3182,Dt 4:28,2,0,0,0
3183,Kaz 12:8,3,3,3,0
3184,Kaz 4:17,13,0,0,0
3185,Iz 65:10,4,0,0,0
3186,Pr 26:6,1,1,1,0
3187,Jr 4:13,1,0,0,0
3188,L 14:29,4,1,0,0
3189,Pr 10:4,5,0,0,0
3190,Zd 5:14,1,1,1,0
3191,L 20:39,4,0,0,0
3192,J 4:17,3,0,0,0
3193,2K 5:8,4,4,4,0
3194,1S 17:13,7,0,0,0
3195,R 14:17,7,1,1,0
3196,Gn 14:19,4,4,1,0
3197,Jud 13:24,3,3,3,0
3198,Da 14:4,3,3,0,0
3199,1K 13:4,1,1,0,0
3200,1K 13:6,1,1,0,0
3201,1K 13:7,2,2,2,2
3202,R 3:9,2,0,0,0
3203,Jud 6:1,2,0,0,0
3204,1S 25:9,2,2,2,0
3205,1Pa 29:7,6,6,6,0
3206,1J 4:20,5,5,4,1
3207,1J 3:10,2,2,1,0
3208,Ex 31:16,3,3,3,0
3209,1K 14:28,1,1,1,0
3210,Nu 14:18,1,1,0,0
3211,Ag 1:1,2,0,0,0
3212,Rt 4:11,15,0,0,0
3213,J 11:39,5,0,0,0
3214,R 8:5,9,0,0,0
3215,2S 22:38,4,0,0,0
3216,Z 18:38,4,0,0,0
3217,Oz 4:6,1,0,0,0
3218,Sd 10:14,6,0,0,0
3219,1K 7:26,10,10,10,0
3220,1Ma 10:72,2,0,0,0
3221,Mou 4:10,7,0,0,0
3222,Ef 1:21,2,2,2,0
3223,1J 4:21,2,2,2,0
3224,Jk 4:12,1,1,1,0
3225,Dt 2:35,5,0,0,0
3226,Sir 43:29,1,1,1,0
3227,Mk 12:44,1,0,0,0
3228,L 22:22,3,1,0,0
3229,1J 2:2,2,1,1,0
3230,1K 9:17,5,0,0,0
3231,Dt 17:2,3,0,0,0
3232,Gn 49:22,4,4,4,0
3233,Gn 43:23,1,0,0,0
3234,Jr 28:15,2,2,2,0
3235,Mt 26:45,3,3,3,0
3236,Jr 46:21,4,0,0,0
3237,Mk 3:12,2,0,0,0
3238,Iz 28:12,4,0,0,0
3239,Sk 23:30,4,0,0,0
3240,Tit 1:15,1,1,1,0
3241,Neh 5:5,1,0,0,0
3242,Gn 43:5,1,0,0,0
3243,Sk 26:9,7,7,7,0
3244,Gn 44:26,4,0,0,0
3245,1P 2:23,2,0,0,0
3246,Dt 33:29,2,2,1,0
3247,Ez 18:2,1,1,0,0
3248,Jr 31:29,1,1,1,0
3249,Jr 23:2,8,0,0,0
3250,Dt 32:33,1,0,0,0
3251,Kaz 4:3,3,0,0,0
3252,Mou 14:26,56,0,0,0
3253,Jr 32:11,1,0,0,0
3254,2Pa 8:11,6,0,0,0
3255,Iz 60:14,2,2,2,2
3256,Gn 34:14,2,0,0,0
3257,2Tm 2:22,12,0,0,0
3258,Ex 1:10,2,0,0,0
3259,Ex 3:20,1,0,0,0
3260,Jr 12:15,3,0,0,0
3261,Mt 5:6,2,2,2,0
3262,Dt 13:18,1,0,0,0
3263,Zj 3:15,1,1,1,0
3264,Zj 3:16,1,1,1,1
3265,L 18:17,1,1,1,1
3266,Mk 10:15,1,1,0,0
3267,Ex 7:12,3,0,0,0
3268,Mt 6:5,3,3,1,0
3269,Mt 23:5,3,0,0,0
3270,Mt 6:6,2,2,1,1
3271,Ex 19:13,1,0,0,0
3272,Jr 46:16,9,9,9,0
3273,Sk 2:8,13,1,1,0
3274,3J 1:6,1,1,1,0
3275,Dt 12:12,1,1,0,0
3276,Dt 12:18,1,1,0,0
3277,Dt 14:21,1,1,0,0
3278,Dt 14:29,1,1,0,0
3279,Dt 31:12,1,1,0,0
3280,Dt 5:13,1,1,0,0
3281,Ex 20:9,1,1,0,0
3282,Ex 20:8,2,2,2,2
3283,Dt 16:11,1,0,0,0
3284,Dt 16:14,1,0,0,0
3285,1J 2:6,1,0,0,0
3286,Mk 7:8,1,1,1,0
3287,Mk 7:7,1,1,0,0
3288,Zd 13:18,1,1,1,0
3289,J 4:51,2,0,0,0
3290,1K 16:19,4,0,0,0
3291,1K 9:24,1,1,1,1
3292,Fp 3:12,1,1,1,1
3293,Fp 3:14,1,1,0,0
3294,Fp 3:13,1,1,0,0
3295,Z 79:3,3,2,2,0
3296,L 16:15,2,2,2,1
3297,J 6:12,5,0,0,0
3298,1S 23:3,7,0,0,0
3299,Jr 31:2,1,0,0,0
3300,Z 96:9,5,1,1,0
3301,Jr 32:17,2,0,0,0
3302,1Ma 5:16,2,0,0,0
3303,Mk 7:4,17,0,0,0
3304,Sir 17:28,2,0,0,0
3305,Jud 2:8,6,0,0,0
3306,Jb 40:16,1,0,0,0
3307,Gn 2:19,1,0,0,0
3308,Ko 2:14,3,0,0,0
3309,Sk 28:17,2,0,0,0
3310,Sk 14:20,1,0,0,0
3311,Neh 6:1,1,0,0,0
3312,1K 16:6,7,0,0,0
3313,Ga 1:11,3,0,0,0
3314,1Ma 4:7,5,0,0,0
3315,1Kr 20:20,3,0,0,0
3316,Sk 16:4,7,0,0,0
3317,1S 3:2,3,0,0,0
3318,1S 14:1,3,0,0,0
3319,Dt 28:66,2,2,2,0
3320,Pr 17:22,1,1,1,1
3321,Sir 29:23,7,0,0,0
3322,Jr 49:12,1,1,1,0
3323,Sk 27:20,18,0,0,0
3324,Dt 9:9,7,6,6,0
3325,Sir 38:16,6,0,0,0
3326,1Kr 17:11,3,0,0,0
3327,Sir 3:20,3,0,0,0
3328,Ex 22:8,2,0,0,0
3329,Lv 18:27,1,0,0,0
3330,Kaz 1:4,1,1,1,0
3331,Ez 2:1,1,1,1,0
3332,1K 1:15,6,0,0,0
3333,2Pa 22:1,16,1,1,0
3334,Gn 19:8,5,2,2,0
3335,2S 17:9,2,2,2,0
3336,Mou 4:5,3,0,0,0
3337,2S 20:18,2,0,0,0
3338,Sd 2:2,18,0,0,0
3339,Tit 1:12,3,3,3,0
3340,Tit 2:8,3,0,0,0
3341,Sk 19:5,1,0,0,0
3342,Gn 37:10,1,0,0,0
3343,1K 10:22,13,0,0,0
3344,2Te 2:7,2,0,0,0
3345,2Kr 12:15,4,0,0,0
3346,Da 9:14,1,1,1,0
3347,Iz 63:8,1,0,0,0
3348,Mt 27:63,4,3,3,0
3349,Mk 9:31,3,3,0,0
3350,Z 62:11,3,3,3,0
3351,Gn 32:20,2,0,0,0
3352,Ga 3:20,1,0,0,0
3353,1Ma 8:10,6,0,0,0
3354,2K 7:10,13,13,13,0
3355,Jr 36:21,3,0,0,0
3356,Sk 28:2,8,0,0,0
3357,Sd 7:14,4,0,0,0
3358,Sk 14:8,2,0,0,0
3359,2Kr 4:26,3,0,0,0
3360,Ez 3:25,2,0,0,0
3361,L 5:14,7,0,0,0
3362,Sk 20:3,1,0,0,0
3363,Jb 30:13,1,1,1,0
3364,2Ma 5:15,2,0,0,0
3365,Z 150:6,1,1,1,0
3366,L 24:39,5,0,0,0
3367,Joz 2:22,1,1,1,0
3368,Mou 2:17,7,0,0,0
3369,Sd 19:20,4,0,0,0
3370,Sd 16:29,2,2,2,0
3371,Est 10:10,4,0,0,0
3372,Sk 22:9,4,0,0,0
3373,2Pa 25:10,4,0,0,0
3374,Tob 5:3,3,0,0,0
3375,2S 2:23,11,0,0,0
3376,Neh 11:2,4,0,0,0
3377,Iz 59:1,2,0,0,0
3378,2Pa 34:30,16,0,0,0
3379,Jud 13:15,22,16,16,0
3380,Pr 12:10,3,3,3,3
3381,Sd 9:28,6,0,0,0
3382,Nu 30:1,1,1,1,0
3383,Neh 8:18,1,0,0,0
3384,Ex 35:31,3,0,0,0
3385,1S 9:4,1,0,0,0
3386,1K 5:3,2,0,0,0
3387,Gn 42:37,2,0,0,0
3388,1Kr 8:33,2,2,2,0
3389,Sd 10:16,2,0,0,0
3390,Jb 20:20,3,0,0,0
3391,1Ma 15:25,5,0,0,0
3392,1J 2:21,1,0,0,0
3393,2Pa 20:6,2,2,2,0
3394,2K 9:4,2,2,2,0
3395,Lv 25:20,5,0,0,0
3396,2Ma 7:15,2,0,0,0
3397,Sd 8:30,3,1,1,0
3398,Dt 21:22,4,1,1,0
3399,Ez 20:32,1,1,1,0
3400,Sk 27:39,4,0,0,0
3401,Sk 15:14,3,0,0,0
3402,Zd 11:18,2,0,0,0
3403,Jb 28:23,1,0,0,0
3404,2S 19:24,1,0,0,0
3405,1S 22:2,6,0,0,0
3406,Mk 6:33,6,0,0,0
3407,2Pa 18:20,4,0,0,0
3408,J 11:31,1,0,0,0
3409,1K 10:7,1,0,0,0
3410,1K 10:8,1,0,0,0
3411,Nu 29:12,3,0,0,0
3412,Nu 3:31,1,1,1,0
3413,Gn 11:2,4,0,0,0
3414,J 7:6,1,1,1,0
3415,Da 3:40,2,0,0,0
3416,2Pa 25:24,1,0,0,0
3417,L 10:38,6,0,0,0
3418,Jk 1:23,2,0,0,0
3419,Iz 30:13,1,0,0,0
3420,Mk 14:72,5,5,4,0
3421,1S 19:21,1,0,0,0
3422,R 15:13,1,1,1,0
3423,Joz 9:1,4,0,0,0
3424,Joz 12:8,5,4,4,0
3425,Jud 5:13,6,0,0,0
3426,Ex 8:31,1,0,0,0
3427,Sk 26:22,6,0,0,0
3428,1Ma 14:32,4,0,0,0
3429,R 1:9,1,1,1,0
3430,Fp 4:19,1,0,0,0
3431,Jk 5:15,3,3,2,0
3432,1S 10:14,3,0,0,0
3433,Sk 24:22,3,0,0,0
3434,1Pa 9:13,1,0,0,0
3435,Pr 14:23,1,0,0,0
3436,Ezd 1:9,2,0,0,0
3437,Lv 25:28,2,2,2,0
3438,Iz 16:12,3,0,0,0
3439,Jb 19:7,2,2,2,0
3440,Mk 4:12,2,2,2,0
3441,Gn 33:5,1,0,0,0
3442,Sir 13:8,5,5,5,0
3443,2S 9:4,1,0,0,0
3444,Nu 13:29,1,0,0,0
3445,Jr 1:19,1,1,1,0
3446,Sk 7:28,1,0,0,0
3447,L 1:50,4,0,0,0
3448,Gn 44:20,1,1,1,0
3449,R 13:5,1,1,1,0
3450,Z 70:5,1,1,1,0
3451,Pis 7:4,1,1,1,1
3452,Pis 7:5,1,1,1,0
3453,Pis 7:1,1,1,0,0
3454,R 16:22,1,0,0,0
3455,Kaz 5:13,4,0,0,0
3456,J 13:29,1,0,0,0
3457,Iz 46:9,4,1,1,0
3458,Ez 39:21,5,0,0,0
3459,Sd 19:16,12,0,0,0
3460,Zd 12:3,1,0,0,0
3461,Z 57:4,1,1,1,0
3462,2S 11:27,7,1,1,0
3463,1S 12:12,2,0,0,0
3464,Bar 5:5,1,1,1,0
3465,Dt 16:18,7,0,0,0
3466,Z 117:14,1,0,0,0
3467,Sk 22:8,3,0,0,0
3468,Jon 2:7,1,1,1,0
3469,L 22:36,6,0,0,0
3470,Sk 24:21,1,0,0,0
3471,Sir 6:14,1,1,1,0
3472,Zj 11:6,2,0,0,0
3473,2Ma 2:6,3,3,3,0
3474,Jb 9:16,1,1,1,0
3475,Jud 8:13,1,1,1,0
3476,1S 5:11,1,0,0,0
3477,Sir 19:22,2,2,2,0
3478,Oz 2:1,4,0,0,0
3479,2S 18:9,2,2,2,0
3480,1Kr 3:21,6,0,0,0
3481,Zj 6:10,2,2,0,0
3482,Zj 7:10,2,2,0,0
3483,Da 13:46,2,2,2,0
3484,Zuz 1:46,2,2,2,0
3485,Zj 21:1,1,1,1,0
3486,1Pa 9:24,4,1,1,0
3487,1Pa 15:19,2,0,0,0
3488,L 11:8,3,2,2,0
3489,Ex 16:15,7,0,0,0
3490,Zd 11:10,2,0,0,0
3491,Iz 23:16,1,0,0,0
3492,Mt 11:7,5,5,5,0
3493,L 7:24,5,5,5,0
3494,Z 84:10,1,0,0,0
3495,Tob 5:6,2,0,0,0
3496,Iz 7:1,10,0,0,0
3497,Joz 3:4,7,0,0,0
3498,Ez 27:27,3,0,0,0
3499,Nu 11:20,6,6,4,0
3500,Jon 4:10,1,1,1,0
3501,1Kr 14:6,2,0,0,0
3502,Mt 12:32,2,2,2,0
3503,Mk 15:16,1,1,1,0
3504,Sd 16:2,3,0,0,0
3505,Ex 21:22,10,0,0,0
3506,Mou 12:10,2,0,0,0
3507,2S 1:5,1,0,0,0
3508,2S 1:6,1,0,0,0
3509,Tob 5:8,2,0,0,0
3510,L 15:9,6,0,0,0
3511,Pr 22:2,1,1,1,1
3512,Jr 32:44,1,0,0,0
3513,Sk 1:10,1,0,0,0
3514,1Te 3:4,20,0,0,0
3515,1K 10:24,7,7,7,0
3516,2Ma 6:21,10,0,0,0
3517,Sk 19:9,1,0,0,0
3518,Dt 27:25,3,0,0,0
3519,2S 12:15,3,0,0,0
3520,Dt 19:16,8,2,2,0
3521,Z 65:5,1,0,0,0
3522,Dt 14:4,3,0,0,0
3523,Joz 22:25,1,0,0,0
3524,Ex 23:27,1,0,0,0
3525,Est 5:9,2,0,0,0
3526,2S 19:42,1,1,1,0
3527,1Kr 8:27,1,0,0,0
3528,1Kr 8:43,1,0,0,0
3529,2Pa 6:18,1,0,0,0
3530,2Pa 6:33,1,0,0,0
3531,Ga 1:18,2,2,2,0
3532,L 20:27,1,1,1,0
3533,Mk 12:18,1,1,1,0
3534,1J 2:10,2,2,2,0
3535,Pr 26:17,3,0,0,0
3536,1Pa 14:10,2,2,0,0
3537,Ex 32:33,4,4,2,0
3538,Jr 14:14,2,2,0,0
3539,Nu 11:23,4,2,2,0
3540,Nu 12:14,2,2,0,0
3541,Sir 35:21,2,2,2,0
3542,Mt 11:18,2,2,2,0
3543,Lv 11:9,2,0,0,0
3544,1Pa 17:13,7,0,0,0
3545,Sk 5:7,14,0,0,0
3546,Sd 18:8,4,0,0,0
3547,Nu 22:19,1,0,0,0
3548,Dt 13:16,2,0,0,0
3549,Ef 3:4,2,2,2,0
3550,R 12:9,1,0,0,0
3551,Mi 5:15,1,0,0,0
3552,Ex 9:18,2,1,1,1
3553,J 8:3,10,0,0,0
3554,Sir 29:19,4,0,0,0
3555,1Ma 11:7,4,0,0,0
3556,2Pa 34:7,4,0,0,0
3557,2S 17:20,4,0,0,0
3558,1Ma 10:24,5,0,0,0
3559,Dt 31:7,1,1,0,0
3560,Dt 31:23,1,1,1,0
3561,Dt 11:27,3,0,0,0
3562,2Pa 33:10,1,0,0,0
3563,1Ma 11:31,3,0,0,0
3564,Mt 5:37,4,4,4,1
3565,Z 55:3,3,0,0,0
3566,Mt 12:18,1,1,1,1
3567,1Kr 11:34,1,1,0,0
3568,Iz 41:8,1,1,0,0
3569,Iz 44:1,1,1,0,0
3570,Iz 44:2,1,1,0,0
3571,Mt 12:21,1,1,0,0
3572,Mt 12:19,1,1,0,0
3573,Mt 20:10,2,0,0,0
3574,Joz 22:5,1,1,0,0
3575,Iz 22:3,5,0,0,0
3576,J 7:11,1,1,1,0
3577,Mt 22:8,4,0,0,0
3578,Z 118:138,1,0,0,0
3579,2Pa 20:1,6,0,0,0
3580,Ez 40:3,4,0,0,0
3581,2Kr 10:30,1,0,0,0
3582,Da 8:8,2,0,0,0
3583,1S 22:17,11,0,0,0
3584,2S 11:12,1,0,0,0
3585,1Te 4:11,2,2,2,0
3586,Sk 24:10,5,0,0,0
3587,Z 40:5,26,0,0,0
3588,Sd 3:28,3,1,0,0
3589,2Kr 1:5,2,2,2,0
3590,Mk 6:45,3,0,0,0
3591,Gn 8:17,4,3,1,0
3592,Iz 50:8,1,1,1,0
3593,L 19:7,3,1,0,0
3594,Kaz 10:4,1,0,0,0
3595,Gn 31:17,10,0,0,0
3596,Ez 30:15,2,0,0,0
3597,2Tm 3:10,6,6,6,0
3598,Iz 10:15,2,0,0,0
3599,Gn 37:36,2,2,2,0
3600,Z 9:14,1,0,0,0
3601,1Ma 8:12,2,1,1,0
3602,Gn 34:5,2,0,0,0
3603,L 10:36,3,1,1,0
3604,1S 17:48,1,0,0,0
3605,Mt 21:5,1,1,1,0
3606,Kaz 4:15,3,0,0,0
3607,1Te 5:11,1,0,0,0
3608,Z 70:18,9,0,0,0
3609,Sir 2:9,1,0,0,0
3610,2S 5:6,3,0,0,0
3611,Dt 2:2,2,0,0,0
3612,Dt 2:17,2,0,0,0
3613,2S 14:27,1,0,0,0
3614,Neh 4:3,1,0,0,0
3615,Nu 23:16,2,2,1,0
3616,Ex 2:11,2,0,0,0
3617,Jr 21:13,1,0,0,0
3618,Sk 7:40,8,0,0,0
3619,Mt 8:14,1,0,0,0
3620,Sd 14:19,1,0,0,0
3621,R 9:20,1,0,0,0
3622,Iz 57:15,5,0,0,0
3623,2Kr 13:2,2,2,2,0
3624,Da 13:63,3,0,0,0
3625,Zuz 1:63,3,0,0,0
3626,Sir 36:19,2,0,0,0
3627,Zd 4:6,2,0,0,0
3628,Jb 17:9,1,0,0,0
3629,Iz 63:17,7,0,0,0
3630,Ex 39:6,2,0,0,0
3631,2Pa 30:21,1,1,0,0
3632,Ezd 1:5,1,1,1,0
3633,1K 11:16,9,1,1,0
3634,Neh 9:25,1,0,0,0
3635,1Pa 9:34,2,2,2,0
3636,Sk 21:11,2,0,0,0
3637,Jr 46:17,4,0,0,0
3638,Z 89:24,1,0,0,0
3639,Nu 31:50,2,0,0,0
3640,Dt 21:1,1,0,0,0
3641,Ex 13:3,4,0,0,0
3642,Sk 10:29,3,0,0,0
3643,2S 7:23,2,0,0,0
3644,Z 121:7,1,1,1,0
3645,Da 3:96,2,0,0,0
3646,Mt 20:3,9,1,1,1
3647,Sk 20:1,2,0,0,0
3648,Dt 22:24,1,0,0,0
3649,2Te 2:15,2,0,0,0
3650,Iz 38:17,1,1,1,0
3651,2S 2:18,1,0,0,0
3652,1Ma 13:44,1,0,0,0
3653,1S 14:14,4,0,0,0
3654,Sk 21:14,1,0,0,0
3655,Dt 9:21,6,0,0,0
3656,Mk 2:2,5,2,2,0
3657,Sd 3:22,1,1,1,0
3658,Ez 47:7,3,0,0,0
3659,Z 9:8,1,0,0,0
3660,Mt 10:8,1,1,1,0
3661,Iz 41:7,5,0,0,0
3662,Jr 34:17,1,0,0,0
3663,R 5:13,5,0,0,0
3664,Sd 10:5,6,2,2,0
3665,Mk 4:26,6,6,5,0
3666,Sk 23:21,1,1,1,0
3667,Dt 9:7,3,0,0,0
3668,Zd 12:20,1,0,0,0
3669,Gn 42:16,1,0,0,0
3670,1K 7:22,1,0,0,0
3671,Da 10:7,2,0,0,0
3672,1Kr 11:13,10,0,0,0
3673,Jr 28:14,1,1,1,0
3674,Sir 33:30,9,0,0,0
3675,2Kr 2:10,1,0,0,0
3676,Bar 6:41,4,0,0,0
3677,1Pa 27:26,4,0,0,0
3678,2S 19:20,2,0,0,0
3679,Lv 22:2,4,4,4,0
3680,Z 77:6,2,0,0,0
3681,1S 9:5,8,0,0,0
3682,Mk 1:11,2,1,1,0
3683,L 5:7,1,1,1,0
3684,Fp 1:26,2,0,0,0
3685,1Kr 13:33,2,0,0,0
3686,Lv 16:17,4,0,0,0
3687,L 11:15,3,0,0,0
3688,Jon 1:5,10,1,1,1
3689,2Kr 18:21,2,2,0,0
3690,2S 22:31,2,2,0,0
3691,Iz 36:6,3,3,0,0
3692,Iz 49:23,2,0,0,0
3693,Na 1:7,2,2,2,0
3694,Pr 30:5,2,2,0,0
3695,Z 17:31,2,2,0,0
3696,Iz 23:1,1,0,0,0
3697,L 22:58,4,0,0,0
3698,Nu 16:49,2,0,0,0
3699,1S 12:9,1,0,0,0
3700,Sk 17:15,1,1,1,0
3701,Sir 1:33,1,0,0,0
3702,Sir 28:20,1,1,1,0
3703,2K 9:7,2,2,2,1
3704,2K 5:15,5,5,5,0
3705,Sk 8:39,2,0,0,0
3706,2Ma 4:18,2,2,2,0
3707,J 10:38,1,1,1,0
3708,1S 13:21,3,0,0,0
3709,Gn 1:30,1,1,1,0
3710,Nu 22:16,1,0,0,0
3711,Jud 13:30,1,0,0,0
3712,Mt 26:57,2,2,1,0
3713,1S 20:38,4,0,0,0
3714,Ezd 9:13,4,0,0,0
3715,Z 148:14,1,0,0,0
3716,Mou 7:12,4,0,0,0
3717,L 24:23,2,0,0,0
3718,1P 1:7,1,0,0,0
3719,Zd 11:29,11,0,0,0
3720,Sd 18:3,3,0,0,0
3721,Jud 6:8,1,1,1,0
3722,1K 7:4,1,0,0,0
3723,Za 14:19,1,0,0,0
3724,Za 4:5,1,0,0,0
3725,Mt 23:24,2,2,2,1
3726,Mt 24:31,2,2,2,0
3727,Ko 4:9,1,0,0,0
3728,Mk 14:34,2,2,2,0
3729,Est 3:13,1,0,0,0
3730,1Ma 4:47,9,0,0,0
3731,2Pa 34:3,2,2,2,0
3732,Oz 11:2,1,0,0,0
3733,Nu 1:52,3,0,0,0
3734,Jr 33:10,2,0,0,0
3735,L 22:8,4,0,0,0
3736,1Te 3:5,4,0,0,0
3737,1Kr 8:8,2,2,2,0
3738,Dt 22:9,1,0,0,0
3739,J 15:25,10,9,5,0
3740,J 18:32,1,1,1,0
3741,Neh 2:7,1,1,1,0
3742,2S 16:2,4,0,0,0
3743,Jr 36:28,1,0,0,0
3744,1Te 5:16,1,1,1,1
3745,Pr 16:21,3,3,3,0
3746,Gn 3:7,1,1,1,0
3747,Mt 8:5,2,0,0,0
3748,L 21:12,3,0,0,0
3749,Nu 1:20,1,0,0,0
3750,Nu 1:22,1,0,0,0
3751,Nu 1:24,1,0,0,0
3752,Nu 1:26,1,0,0,0
3753,Nu 1:28,1,0,0,0
3754,Nu 1:30,1,0,0,0
3755,Nu 1:32,1,0,0,0
3756,Nu 1:34,1,0,0,0
3757,Nu 1:36,1,0,0,0
3758,Nu 1:38,1,0,0,0
3759,Nu 1:40,1,0,0,0
3760,Nu 1:42,1,0,0,0
3761,Jb 16:1,2,0,0,0
3762,Jb 26:1,2,0,0,0
3763,Est 16:5,3,0,0,0
3764,Gn 18:12,5,0,0,0
3765,L 19:15,4,0,0,0
3766,1Kr 1:4,1,1,1,0
3767,Ezd 9:7,1,0,0,0
3768,Ex 32:15,1,1,1,0
3769,1Ma 9:27,1,0,0,0
3770,L 8:42,6,0,0,0
3771,L 9:31,1,1,1,0
3772,Ex 25:9,1,0,0,0
3773,J 1:15,1,0,0,0
3774,Gn 46:8,1,0,0,0
3775,Sk 27:31,2,0,0,0
3776,2S 2:5,2,0,0,0
3777,Sk 19:7,2,2,2,1
3778,Iz 19:20,2,0,0,0
3779,Dt 4:45,1,1,1,0
3780,Dt 31:10,3,0,0,0
3781,Ex 26:28,2,2,2,0
3782,Mt 11:10,1,0,0,0
3783,Ef 3:9,1,1,1,0
3784,Dt 31:29,2,0,0,0
3785,L 19:8,3,0,0,0
3786,Tit 2:7,1,1,1,0
3787,1Kr 18:10,1,0,0,0
3788,1Kr 22:7,3,0,0,0
3789,2Pa 18:6,4,0,0,0
3790,Gn 46:33,4,3,3,1
3791,Nu 13:26,1,0,0,0
3792,1K 12:28,9,0,0,0
3793,2S 2:11,1,0,0,0
3794,Jud 10:18,1,1,1,0
3795,J 9:27,3,0,0,0
3796,Sd 11:12,1,1,1,0
3797,Ex 8:21,12,1,1,1
3798,L 15:20,1,1,1,0
3799,R 4:25,3,0,0,0
3800,1K 6:12,1,1,1,0
3801,L 10:40,1,0,0,0
3802,Jr 19:5,5,5,5,0
3803,L 24:24,1,0,0,0
3804,Dt 20:20,1,0,0,0
3805,Fp 2:12,3,0,0,0
3806,Iz 26:17,1,0,0,0
3807,Joz 8:17,1,1,1,0
3808,2Pa 2:12,2,0,0,0
3809,1Tm 3:10,6,0,0,0
3810,1K 7:31,10,0,0,0
