,verse,initial results,filtered stop-subverses,filtered multiple attributions,"""sure"" citations"
1559,R 8:35,11,4,4,0
1560,Mt 13:35,1,1,1,0
1561,Z 78:2,1,1,0,0
1562,Mk 12:33,2,2,2,0
1563,Zj 5:2,1,1,1,0
1564,1Tm 1:9,1,1,1,0
1565,L 13:28,4,4,0,0
1566,Mt 8:12,4,4,0,0
1567,Mt 13:42,4,4,0,0
1568,Mt 13:50,4,4,0,0
1569,Mt 22:13,5,5,1,0
1570,Mt 24:51,4,4,1,0
1571,Mt 25:30,4,4,3,0
1572,Gn 26:25,1,1,0,0
1573,Mk 13:30,2,2,2,0
1574,L 21:32,2,2,1,0
1575,Mt 24:34,2,2,1,0
1576,Dt 18:3,6,6,6,0
1577,Est 2:4,2,1,0,0
1578,L 21:22,2,0,0,0
1579,2Pa 9:3,5,5,5,0
1580,Tit 2:14,2,2,1,0
1581,Tit 2:11,1,1,0,0
1582,Tit 2:12,6,3,3,2
1583,Z 112:6,1,1,1,0
1584,Z 111:7,1,1,0,0
1585,Mk 1:32,2,1,0,0
1586,Iz 45:25,9,0,0,0
1587,Mt 10:9,2,1,1,0
1588,Nu 14:31,4,0,0,0
1589,Ko 3:2,1,1,1,0
1590,L 9:52,7,0,0,0
1591,1K 7:7,5,0,0,0
1592,J 13:31,1,1,1,0
1593,Mt 5:24,5,5,4,2
1594,Mt 5:23,5,5,1,0
1595,2K 5:10,11,3,3,0
1596,Gn 28:12,2,2,0,0
1597,Gn 28:16,1,1,1,0
1598,Ez 48:35,1,1,0,0
1599,Ef 5:25,2,2,0,0
1600,Ko 3:19,1,1,1,0
1601,J 4:52,1,1,1,0
1602,L 8:14,3,0,0,0
1603,R 1:4,2,1,1,0
1604,L 6:37,6,6,6,0
1605,L 24:20,14,1,1,1
1606,Mk 10:49,2,2,0,0
1607,J 6:25,19,0,0,0
1608,Sir 10:27,2,2,2,0
1609,Mal 3:14,4,0,0,0
1610,Iz 40:21,6,0,0,0
1611,Mt 2:20,6,6,5,0
1612,Mt 2:21,3,3,2,0
1613,Mt 2:13,4,4,0,0
1614,Mt 2:14,2,2,1,0
1615,Mt 2:19,1,1,0,0
1616,L 19:29,2,2,0,0
1617,Mk 11:1,1,1,0,0
1618,L 2:36,2,2,2,0
1619,L 11:24,8,8,7,0
1620,L 9:4,2,2,2,0
1621,Da 6:12,2,0,0,0
1622,L 17:17,3,0,0,0
1623,L 17:14,1,1,1,0
1624,R 13:12,6,6,6,0
1625,1P 4:3,4,4,0,0
1626,Iz 1:2,1,1,1,0
1627,Iz 45:22,5,0,0,0
1628,Dt 21:12,2,0,0,0
1629,1K 7:9,11,0,0,0
1630,Ga 4:29,2,0,0,0
1631,L 2:35,5,5,3,0
1632,Mt 21:43,1,1,0,0
1633,L 20:18,2,2,1,0
1634,Mt 21:44,1,1,1,1
1635,Z 118:22,2,2,0,0
1636,Z 117:22,2,2,1,0
1637,2S 24:5,13,0,0,0
1638,Ez 16:48,3,3,0,0
1639,Iz 49:18,2,2,1,0
1640,Nu 14:28,1,1,0,0
1641,R 14:11,1,1,1,0
1642,Ez 16:49,2,2,2,2
1643,Sd 15:1,1,0,0,0
1644,J 15:4,3,3,3,1
1645,J 15:2,2,2,1,0
1646,J 15:1,3,3,3,3
1647,Mt 13:46,2,1,1,0
1648,Mt 13:45,1,1,0,0
1649,Mt 7:6,2,2,2,0
1650,Sk 7:3,2,2,0,0
1651,Gn 12:1,2,2,2,2
1652,Mt 10:35,1,1,0,0
1653,Mt 5:9,4,4,4,3
1654,L 6:28,4,2,2,1
1655,Jk 1:17,3,3,3,0
1656,1K 13:3,7,7,5,0
1657,L 10:35,9,3,2,0
1658,Mk 8:17,4,4,4,0
1659,L 21:29,3,3,3,0
1660,Mk 7:35,1,1,1,1
1661,L 1:64,1,1,1,0
1662,L 22:42,4,4,3,1
1663,Mk 14:36,4,4,1,0
1664,J 10:12,5,5,3,1
1665,J 10:13,2,2,2,2
1666,J 10:14,2,2,0,0
1667,Jk 2:20,3,3,3,0
1668,L 11:44,1,1,0,0
1669,Mt 23:14,4,3,0,0
1670,Mt 23:25,3,3,1,0
1671,Mt 23:27,3,3,2,1
1672,Mt 23:29,3,3,1,0
1673,J 9:37,1,1,1,0
1674,J 9:36,1,1,0,0
1675,Mk 10:45,1,1,0,0
1676,Mt 20:28,2,2,1,0
1677,Mt 20:25,1,1,1,0
1678,Mk 10:43,4,2,0,0
1679,Mt 20:26,2,2,1,0
1680,Mk 3:34,3,1,0,0
1681,L 4:42,3,0,0,0
1682,Lv 21:24,7,0,0,0
1683,L 17:10,2,1,1,0
1684,Nu 31:41,6,0,0,0
1685,Lv 1:3,1,1,1,0
1686,Jr 7:25,2,0,0,0
1687,Ez 43:11,4,0,0,0
1688,Mt 23:3,1,1,1,0
1689,Est 8:13,4,4,4,0
1690,1Ma 15:10,1,0,0,0
1691,Jon 4:2,6,0,0,0
1692,Mt 18:13,2,2,0,0
1693,Mt 5:20,19,19,19,1
1694,Mt 18:3,18,18,14,0
1695,Da 5:21,25,0,0,0
1696,2S 7:9,1,0,0,0
1697,Sk 1:6,30,0,0,0
1698,1K 15:27,6,1,1,0
1699,1Kr 13:2,3,0,0,0
1700,1Kr 21:20,5,3,0,0
1701,2Kr 20:1,4,4,1,0
1702,2Kr 22:16,5,3,0,0
1703,2Pa 24:20,3,3,0,0
1704,Ez 14:4,5,3,0,0
1705,Ez 14:6,5,0,0,0
1706,Iz 38:1,4,4,0,0
1707,Iz 42:5,4,1,0,0
1708,Jr 13:13,6,4,0,0
1709,Jr 18:11,6,4,0,0
1710,Jr 21:8,6,4,0,0
1711,Jr 30:18,6,4,0,0
1712,Jr 32:3,6,0,0,0
1713,Jr 34:2,4,4,0,0
1714,Jr 38:2,6,6,0,0
1715,Jr 44:30,6,4,0,0
1716,Jr 47:2,8,4,0,0
1717,Jr 48:40,4,4,1,0
1718,Jr 51:1,6,4,0,0
1719,Gn 44:13,8,0,0,0
1720,Ex 35:29,9,0,0,0
1721,Sk 25:5,2,0,0,0
1722,Sk 9:17,1,1,1,0
1723,2S 11:9,2,0,0,0
1724,2S 11:13,2,0,0,0
1725,Mt 9:7,2,2,2,2
1726,Mk 2:10,2,2,0,0
1727,Jud 3:7,6,0,0,0
1728,Tob 3:2,14,0,0,0
1729,2P 1:1,4,4,4,0
1730,2P 2:20,4,4,4,0
1731,R 5:12,1,1,1,0
1732,Mt 13:27,1,1,1,0
1733,J 4:54,5,1,1,0
1734,L 10:34,4,4,3,1
1735,Abk 3:16,1,0,0,0
1736,1Pa 21:24,4,0,0,0
1737,2S 24:24,4,0,0,0
1738,Mt 5:4,3,3,3,3
1739,Mt 5:5,2,2,2,2
1740,L 7:16,3,3,3,0
1741,Zj 21:4,4,4,4,0
1742,Mal 2:10,1,1,1,0
1743,R 5:8,2,2,2,0
1744,L 11:9,11,11,5,1
1745,Mt 7:7,11,11,6,0
1746,Dt 32:5,8,0,0,0
1747,Jl 3:2,2,2,2,0
1748,Nu 27:20,1,1,1,0
1749,Sk 20:33,1,1,1,0
1750,Sk 20:34,1,1,1,1
1751,Gn 11:4,1,1,1,0
1752,1K 7:36,3,0,0,0
1753,1K 8:2,4,1,0,0
1754,L 3:5,2,2,1,0
1755,L 10:32,1,1,1,0
1756,Z 78:20,5,5,5,0
1757,Est 14:7,1,0,0,0
1758,R 15:4,3,2,2,0
1759,2S 20:16,4,0,0,0
1760,Mt 25:37,2,2,2,0
1761,Mt 25:44,1,1,0,0
1762,Lv 27:14,1,1,1,0
1763,Sk 1:4,1,1,1,0
1764,Ex 31:8,26,0,0,0
1765,Jud 7:9,29,0,0,0
1766,Bar 6:50,4,0,0,0
1767,Bar 6:56,3,0,0,0
1768,Gn 31:10,1,1,1,0
1769,Iz 35:4,4,4,4,0
1770,2Ma 15:14,1,1,0,0
1771,Iz 35:6,1,1,0,0
1772,Iz 35:5,1,1,1,0
1773,Mt 11:5,12,12,11,1
1774,Mk 11:33,2,1,0,0
1775,Mk 13:2,1,1,0,0
1776,2Kr 1:12,2,2,0,0
1777,Iz 19:17,9,0,0,0
1778,1K 1:10,2,2,2,1
1779,Ko 3:1,5,5,4,1
1780,Mou 3:1,1,1,1,0
1781,1P 5:5,3,3,1,0
1782,Gn 13:9,1,0,0,0
1783,J 10:7,5,5,1,1
1784,Z 81:4,18,0,0,0
1785,1P 3:8,5,0,0,0
1786,1P 3:9,6,6,5,1
1787,Mk 16:19,1,1,0,0
1788,J 13:19,16,0,0,0
1789,J 14:29,16,0,0,0
1790,2J 1:8,7,0,0,0
1791,2Pa 9:6,1,1,1,0
1792,Z 71:8,1,1,1,0
1793,Mt 2:4,1,1,1,0
1794,1S 21:9,1,1,1,0
1795,Sk 7:56,2,2,2,1
1796,Sk 7:55,2,2,0,0
1797,1Kr 12:11,1,1,1,0
1798,2Pa 10:14,1,1,0,0
1799,2Pa 10:11,1,1,0,0
1800,1P 2:16,3,3,3,0
1801,1P 2:15,1,1,1,0
1802,Iz 9:6,5,5,4,0
1803,2Tm 1:12,10,3,2,1
1804,1K 15:31,2,2,1,0
1805,J 1:3,2,2,2,0
1806,J 1:7,3,2,2,0
1807,Gn 49:10,4,4,4,1
1808,Iz 7:14,3,3,1,0
1809,1Kr 8:16,1,1,0,0
1810,Mt 21:16,1,1,0,0
1811,Sd 20:46,58,0,0,0
1812,L 24:21,1,0,0,0
1813,L 24:19,4,4,2,0
1814,Jr 26:16,6,6,5,0
1815,Mk 15:32,3,3,1,0
1816,L 9:7,6,2,2,0
1817,J 14:3,5,4,1,0
1818,Mk 16:2,1,1,1,0
1819,Mk 9:2,2,2,2,0
1820,Mk 9:1,1,1,0,0
1821,Mt 17:1,1,1,0,0
1822,J 20:26,3,2,1,0
1823,J 19:37,1,1,1,0
1824,2S 10:4,5,0,0,0
1825,1J 2:1,2,2,2,0
1826,Ez 21:3,4,1,0,0
1827,Ez 35:3,4,1,0,0
1828,Jr 51:25,1,0,0,0
1829,Mi 1:2,2,2,2,0
1830,Tob 14:11,1,1,1,0
1831,Z 103:6,4,1,1,0
1832,L 10:9,1,1,1,0
1833,Mt 11:25,4,4,4,0
1834,L 10:21,3,3,0,0
1835,L 10:20,1,1,0,0
1836,Mt 13:17,1,1,0,0
1837,L 10:24,1,1,1,1
1838,Fp 2:25,12,0,0,0
1839,Sk 6:2,3,2,2,0
1840,1Kr 16:34,3,1,1,1
1841,Mt 26:49,2,2,2,0
1842,Mk 14:45,5,2,0,0
1843,Ex 23:12,7,7,0,0
1844,Ex 34:21,8,8,7,0
1845,Mt 20:6,2,1,1,0
1846,Mt 5:21,3,3,2,0
1847,Sir 20:6,8,0,0,0
1848,1J 3:13,3,3,2,0
1849,J 18:36,3,3,3,0
1850,Jr 9:19,18,0,0,0
1851,Tit 3:5,4,4,4,1
1852,Tit 3:6,1,1,0,0
1853,Tit 3:7,1,1,1,1
1854,J 12:36,2,2,2,0
1855,J 4:38,2,2,2,0
1856,Sir 7:40,1,1,1,1
1857,Mt 25:1,2,2,1,0
1858,Mt 25:3,2,2,1,0
1859,Mt 25:11,1,1,1,0
1860,L 16:2,8,8,8,0
1861,Kaz 1:2,5,5,5,0
1862,Dt 5:21,13,13,10,0
1863,Mt 10:39,5,5,5,1
1864,Mt 26:52,2,2,2,0
1865,Mou 18:15,1,1,1,0
1866,Iz 10:1,2,2,2,1
1867,L 7:15,1,1,1,0
1868,Gn 48:6,34,0,0,0
1869,Ga 6:8,1,1,1,0
1870,2Te 2:1,1,1,1,0
1871,Rt 2:11,19,0,0,0
1872,2Kr 22:14,5,0,0,0
1873,Mk 7:36,9,2,1,1
1874,Z 5:9,1,1,1,0
1875,L 2:51,2,2,2,0
1876,L 2:52,5,5,5,1
1877,1Te 2:6,5,0,0,0
1878,Mk 6:17,20,0,0,0
1879,Dt 4:39,4,0,0,0
1880,Ezd 4:18,7,0,0,0
1881,Z 118:23,1,1,1,0
1882,Sk 5:35,1,1,0,0
1883,J 6:14,3,3,3,0
1884,Mal 1:2,1,0,0,0
1885,1K 15:2,6,0,0,0
1886,Am 5:3,9,1,0,0
1887,Jr 42:10,14,0,0,0
1888,Gn 31:21,7,0,0,0
1889,Sd 18:5,2,0,0,0
1890,Mk 15:21,10,0,0,0
1891,Mt 11:12,1,1,1,0
1892,L 11:52,1,1,1,1
1893,Gn 1:27,7,7,7,0
1894,L 2:41,1,1,1,0
1895,R 12:15,3,3,3,3
1896,2P 2:22,1,0,0,0
1897,Sd 6:5,1,0,0,0
1898,Jk 1:12,3,3,3,0
1899,Sd 21:22,4,4,4,0
1900,Sk 9:19,1,1,1,0
1901,2Ma 4:9,14,0,0,0
1902,Nu 16:43,4,0,0,0
1903,Mk 2:17,3,3,0,0
1904,Mt 9:12,2,2,0,0
1905,Mt 8:6,1,1,1,1
1906,Sir 30:14,1,1,1,0
1907,Sir 30:15,2,2,0,0
1908,Ex 25:3,18,0,0,0
1909,R 11:11,3,0,0,0
1910,Kaz 4:8,1,1,1,0
1911,Sk 23:31,6,0,0,0
1912,Dt 7:13,3,3,0,0
1913,Gn 18:3,1,1,1,0
1914,1J 5:8,4,4,1,0
1915,Mt 7:28,2,2,2,0
1916,Gn 22:10,1,1,1,0
1917,R 14:5,28,0,0,0
1918,Z 14:1,1,1,0,0
1919,Z 53:2,1,1,1,0
1920,Tob 8:18,18,0,0,0
1921,1K 7:24,3,3,3,0
1922,Mk 2:15,14,0,0,0
1923,Tit 1:9,1,0,0,0
1924,L 22:52,10,1,1,0
1925,Mk 5:35,3,0,0,0
1926,Mt 13:28,1,1,0,0
1927,Gn 39:2,1,1,1,1
1928,Gn 39:3,3,1,0,0
1929,Gn 39:5,1,1,0,0
1930,Gn 39:6,1,1,1,0
1931,Gn 41:54,1,1,0,0
1932,L 11:31,1,1,0,0
1933,Mt 12:42,1,1,0,0
1934,Gn 41:57,1,1,1,0
1935,L 11:32,1,1,1,0
1936,Mt 12:41,1,1,1,0
1937,J 17:6,1,1,1,0
1938,J 17:9,1,1,1,0
1939,J 17:20,1,1,0,0
1940,J 17:19,1,1,1,1
1941,J 17:18,1,1,0,0
1942,J 15:16,1,1,1,1
1943,L 14:35,8,8,0,0
1944,Mt 11:15,8,8,0,0
1945,Mt 13:9,8,8,0,0
1946,Mt 13:43,9,9,1,0
1947,J 11:50,2,1,0,0
1948,J 18:14,1,1,1,0
1949,J 11:52,3,1,1,1
1950,J 11:51,1,1,0,0
1951,Ef 6:21,3,1,1,0
1952,Sk 3:2,1,1,1,0
1953,Gn 30:30,4,0,0,0
1954,1K 8:8,2,2,2,0
1955,1S 3:9,2,2,0,0
1956,1S 3:10,2,2,2,0
1957,Mt 26:34,2,2,2,1
1958,Mt 26:75,3,3,1,0
1959,L 22:61,2,2,0,0
1960,Sk 28:6,4,0,0,0
1961,Mt 23:10,1,1,0,0
1962,Mt 23:8,1,1,1,0
1963,J 14:20,1,1,1,0
1964,L 21:34,13,1,0,0
1965,Mt 9:24,1,1,1,0
1966,Fp 3:19,2,1,0,0
1967,2Pa 9:1,8,7,4,0
1968,Mt 13:13,1,1,1,0
1969,Z 102:2,3,3,3,0
1970,Z 143:1,4,3,0,0
1971,Z 142:1,3,3,0,0
1972,L 16:24,2,2,2,0
1973,Tit 1:8,2,0,0,0
1974,Gn 39:1,3,0,0,0
1975,Jr 15:18,2,0,0,0
1976,Sk 1:3,2,2,2,0
1977,Nu 11:5,1,0,0,0
1978,Jr 34:14,1,1,1,0
1979,Sk 27:25,9,0,0,0
1980,Sd 6:31,4,0,0,0
1981,Joz 15:18,2,0,0,0
1982,Sd 1:14,2,0,0,0
1983,L 2:7,5,5,4,1
1984,Mt 22:14,6,6,6,6
1985,Mk 5:9,5,0,0,0
1986,Est 16:4,1,0,0,0
1987,Ef 3:20,6,1,1,0
1988,Nu 22:32,34,0,0,0
1989,Iz 26:20,1,1,1,0
1990,Iz 7:23,2,2,2,0
1991,Mt 28:3,1,1,1,0
1992,Mk 16:3,3,3,2,0
1993,Mk 16:8,1,1,1,0
1994,Gn 23:11,1,0,0,0
1995,Mt 27:64,4,4,4,0
1996,Ez 32:29,1,0,0,0
1997,Mt 26:14,2,0,0,0
1998,L 11:27,2,2,2,1
1999,Pis 5:9,37,0,0,0
2000,Mk 6:35,1,1,1,0
2001,2Kr 17:41,12,0,0,0
2002,Mk 6:26,2,0,0,0
2003,J 1:11,5,2,2,2
2004,Sk 3:10,1,1,1,0
2005,L 2:1,3,2,2,0
2006,L 22:46,1,1,1,0
2007,L 7:43,1,0,0,0
2008,2Kr 6:15,4,2,2,0
2009,2S 9:12,1,1,1,0
2010,Mk 13:21,1,1,0,0
2011,2K 1:11,42,0,0,0
2012,R 7:4,2,2,2,0
2013,Joz 22:12,1,0,0,0
2014,2Kr 15:33,2,0,0,0
2015,Jr 9:23,1,1,1,1
2016,Jr 9:24,10,1,1,1
2017,Jr 6:22,3,1,0,0
2018,Ez 35:9,2,2,0,0
2019,Ez 37:14,4,1,1,0
2020,Iz 65:7,1,1,0,0
2021,Ex 7:17,2,2,0,0
2022,1Kr 20:13,3,3,0,0
2023,1Kr 20:28,3,3,0,0
2024,Ez 6:14,4,4,0,0
2025,Ez 12:16,3,3,0,0
2026,Ez 12:20,3,3,0,0
2027,Ez 22:16,3,3,0,0
2028,Ez 24:27,3,3,0,0
2029,Ez 37:6,3,3,0,0
2030,Oz 2:20,3,3,0,0
2031,Mt 11:11,2,2,2,0
2032,L 12:4,3,3,2,0
2033,Mt 10:28,3,3,2,1
2034,R 9:25,6,0,0,0
2035,Mt 4:16,2,2,2,0
2036,Iz 9:2,2,2,0,0
2037,Jud 15:2,1,0,0,0
2038,Jb 42:8,12,0,0,0
2039,Mt 13:37,2,2,2,0
2040,Mk 6:21,1,1,1,0
2041,Est 1:2,26,0,0,0
2042,R 1:15,4,4,4,0
2043,1K 15:25,1,1,1,0
2044,Mk 8:36,3,3,3,1
2045,L 9:25,3,3,1,0
2046,Mt 16:26,4,4,1,0
2047,L 11:46,1,1,1,0
2048,L 6:25,2,2,2,0
2049,L 6:30,1,1,1,0
2050,Mt 5:42,1,1,0,0
2051,Sk 13:33,1,1,1,0
2052,Z 2:7,1,1,1,0
2053,Zd 1:5,1,1,0,0
2054,J 12:35,2,2,2,1
2055,L 1:11,1,1,1,0
2056,Gn 22:2,1,1,0,0
2057,2Kr 4:36,1,1,0,0
2058,Lv 27:12,8,0,0,0
2059,L 10:42,5,3,2,0
2060,J 13:18,13,0,0,0
2061,Jr 51:39,3,3,3,0
2062,Jr 51:57,3,3,3,0
2063,Mou 8:1,1,1,1,1
2064,Gn 50:7,2,0,0,0
2065,Iz 55:11,1,0,0,0
2066,L 18:24,4,4,1,0
2067,Sd 18:26,2,2,2,0
2068,Jb 8:13,1,1,1,0
2069,J 8:59,1,1,1,0
2070,Sk 16:9,1,1,1,0
2071,Sk 16:13,1,1,1,0
2072,Sk 16:11,1,1,1,0
2073,Jk 2:26,1,1,1,0
2074,Jr 39:18,1,1,1,0
2075,Sir 2:18,2,2,0,0
2076,J 17:12,7,6,0,0
2077,J 17:24,1,1,0,0
2078,1Te 2:9,12,0,0,0
2079,Dt 33:11,2,2,2,1
2080,2Pa 33:9,1,0,0,0
2081,1S 23:5,2,2,2,0
2082,1K 7:29,10,0,0,0
2083,L 6:40,1,1,1,0
2084,Pr 25:20,1,1,1,0
2085,Mt 12:44,1,1,1,0
2086,Mt 9:30,4,0,0,0
2087,2S 16:20,1,0,0,0
2088,Gn 42:8,1,1,1,0
2089,Gn 28:13,2,2,1,0
2090,Gn 28:15,1,1,0,0
2091,Ex 16:3,1,1,1,0
2092,J 6:58,5,5,1,0
2093,Est 1:10,2,2,2,0
2094,Mt 19:5,1,1,0,0
2095,1K 1:31,1,1,1,0
2096,Dt 15:7,11,0,0,0
2097,J 5:7,3,0,0,0
2098,Gn 2:15,1,1,1,0
2099,Mk 10:35,4,1,1,0
2100,Da 5:28,2,2,2,0
2101,Iz 47:4,3,3,1,0
2102,Mk 4:29,14,0,0,0
2103,Nu 27:21,9,0,0,0
2104,Z 3:8,2,2,2,0
2105,Zd 1:2,2,2,2,1
2106,Jr 20:10,6,1,1,0
2107,Pr 8:22,1,0,0,0
2108,Ez 30:21,1,1,1,0
2109,J 4:39,3,3,2,0
2110,1K 13:12,2,2,2,2
2111,1K 1:23,3,3,3,3
2112,R 2:14,4,0,0,0
2113,Mk 6:36,1,0,0,0
2114,L 9:16,1,1,1,0
2115,L 14:27,1,1,1,1
2116,L 14:26,2,1,0,0
2117,L 14:33,1,1,0,0
2118,1S 20:36,1,1,1,0
2119,Mt 14:2,1,1,0,0
2120,L 16:20,1,1,1,1
2121,L 14:14,2,2,2,0
2122,Mt 26:26,3,3,2,0
2123,2S 11:16,3,3,3,0
2124,1Kr 8:50,6,0,0,0
2125,L 8:11,2,2,0,0
2126,Zd 4:12,2,2,2,1
2127,Zd 4:4,1,1,1,0
2128,Pr 28:4,3,0,0,0
2129,L 6:42,4,4,1,0
2130,Jr 30:10,1,0,0,0
2131,J 18:30,1,1,1,0
2132,Iz 49:1,1,1,1,0
2133,L 1:14,1,1,1,1
2134,L 7:28,3,1,1,0
2135,J 6:52,2,2,1,0
2136,Lv 7:25,3,0,0,0
2137,1K 7:32,1,1,1,0
2138,1K 7:33,1,0,0,0
2139,1Te 1:9,1,1,1,0
2140,J 8:52,3,3,1,0
2141,Mt 22:19,1,1,1,0
2142,Mk 1:26,2,2,1,0
2143,L 4:35,2,2,1,1
2144,Mk 1:25,1,1,1,1
2145,Mk 1:27,1,1,1,1
2146,Sk 17:19,1,1,0,0
2147,1J 3:8,3,3,3,0
2148,Da 4:22,94,1,1,0
2149,J 5:29,5,5,4,1
2150,L 3:1,2,2,2,0
2151,Mt 4:17,1,1,0,0
2152,Mt 3:2,1,1,1,1
2153,1S 9:26,7,0,0,0
2154,Jb 39:4,6,0,0,0
2155,J 8:9,12,0,0,0
2156,Jr 17:5,1,0,0,0
2157,1K 4:1,1,1,1,0
2158,Gn 37:15,1,0,0,0
2159,1K 4:13,1,1,1,0
2160,1K 1:5,1,1,0,0
2161,1K 1:6,1,1,1,1
2162,1K 1:4,1,1,1,1
2163,1K 1:7,1,1,0,0
2164,1J 5:2,2,2,0,0
2165,Kaz 12:13,2,2,0,0
2166,Tob 2:13,2,2,2,0
2167,1Ma 16:13,9,0,0,0
2168,Mt 27:54,2,2,1,0
2169,Mt 9:17,2,2,2,1
2170,Mt 27:19,2,2,2,0
2171,Ex 21:8,1,0,0,0
2172,2Ma 4:14,1,1,1,0
2173,1K 11:25,1,1,0,0
2174,1K 11:23,1,1,0,0
2175,L 22:20,7,1,1,0
2176,J 6:69,4,4,0,0
2177,J 6:70,6,6,5,3
2178,J 11:27,8,8,0,0
2179,2Kr 17:15,8,0,0,0
2180,Mt 7:2,3,3,2,1
2181,L 6:41,2,2,0,0
2182,Mt 7:3,4,4,3,2
2183,Mt 7:4,1,1,1,1
2184,Mt 7:5,5,5,3,1
2185,1K 4:5,1,1,1,1
2186,J 11:43,6,0,0,0
2187,Zj 19:17,7,2,0,0
2188,Joz 6:5,2,0,0,0
2189,Mt 5:39,4,4,2,0
2190,Mt 5:41,1,0,0,0
2191,Mt 5:40,1,1,1,1
2192,L 9:11,10,0,0,0
2193,Mt 9:36,2,1,1,0
2194,Z 107:3,6,0,0,0
2195,Mt 8:11,1,1,1,0
2196,Iz 41:6,15,0,0,0
2197,1S 25:23,6,0,0,0
2198,Gn 48:12,11,0,0,0
2199,L 10:2,1,1,1,0
2200,Mk 1:5,1,1,1,0
2201,Mt 3:6,1,1,1,0
2202,Joz 18:9,3,0,0,0
2203,Gn 38:16,1,0,0,0
2204,Mt 28:18,6,6,6,0
2205,Ez 33:21,1,1,1,0
2206,L 2:15,11,4,3,0
2207,Za 14:8,3,0,0,0
2208,Mt 4:8,1,1,0,0
2209,2K 6:1,1,1,1,0
2210,L 18:28,1,1,0,0
2211,Mk 10:28,1,1,1,0
2212,Mt 19:27,1,1,0,0
2213,Mk 14:62,14,14,9,0
2214,2K 4:9,1,1,1,0
2215,2K 4:8,1,1,0,0
2216,1Ma 9:22,5,0,0,0
2217,Ex 5:20,7,0,0,0
2218,2K 3:2,2,0,0,0
2219,Tob 6:17,1,1,0,0
2220,Tob 6:19,1,1,1,0
2221,Tob 6:14,1,1,1,1
2222,Nu 28:13,1,1,1,0
2223,Tob 8:9,1,1,1,0
2224,J 15:15,3,3,3,1
2225,Mt 9:37,2,1,1,0
2226,Zd 13:17,1,1,1,1
2227,Mt 12:50,3,3,0,0
2228,Lv 19:18,7,7,0,0
2229,Z 94:8,2,2,2,0
2230,Mt 25:40,3,2,0,0
2231,L 4:25,1,0,0,0
2232,Mt 25:45,2,1,1,0
2233,Jk 5:16,2,2,2,0
2234,Est 9:16,4,0,0,0
2235,Mt 7:25,4,4,3,3
2236,Mt 7:27,4,4,3,2
2237,L 1:13,3,3,0,0
2238,L 1:31,3,3,1,1
2239,Mt 1:25,6,6,0,0
2240,Ef 1:23,2,1,1,0
2241,Mal 4:2,1,1,1,0
2242,L 2:12,6,6,4,0
2243,R 8:22,5,5,3,2
2244,Sk 28:4,1,0,0,0
2245,Z 18:2,2,2,2,0
2246,1Tm 6:12,1,1,0,0
2247,1Tm 6:19,1,1,1,0
2248,Mt 19:16,4,4,1,0
2249,L 2:16,4,4,4,0
2250,1S 17:34,1,1,1,0
2251,Sd 6:3,1,0,0,0
2252,Ga 4:1,1,1,1,0
2253,Ga 4:2,1,1,0,0
2254,Ga 4:4,1,1,1,0
2255,R 13:2,12,5,5,0
2256,L 12:22,1,1,1,1
2257,Mt 6:25,1,1,0,0
2258,Mt 6:32,4,2,1,0
2259,Da 9:7,1,0,0,0
2260,Ef 5:1,1,1,1,0
2261,J 4:34,1,1,1,0
2262,Z 40:9,1,1,0,0
2263,Mt 18:20,4,4,4,1
2264,L 23:42,2,2,1,0
2265,Mt 27:4,1,1,1,0
2266,Mk 11:3,11,1,1,0
2267,Mt 26:42,2,2,1,1
2268,Mt 5:13,2,1,1,0
2269,Tit 1:5,1,0,0,0
2270,Jb 3:20,1,1,1,0
2271,Ez 16:4,3,0,0,0
2272,Jb 3:3,1,1,0,0
2273,Jb 3:11,1,1,1,0
2274,Jb 19:26,3,3,3,2
2275,Ez 16:47,2,0,0,0
2276,Mt 8:16,4,0,0,0
2277,Mt 9:32,2,1,0,0
2278,J 9:38,1,1,1,0
2279,Jk 2:14,3,3,2,1
2280,Jk 2:17,2,2,0,0
2281,Ef 4:6,2,2,1,0
2282,J 18:23,1,1,1,0
2283,J 18:22,1,1,0,0
2284,1Ma 12:7,2,0,0,0
2285,Mk 5:26,1,1,1,1
2286,Mk 5:27,1,1,0,0
2287,Mk 5:29,1,1,1,1
2288,Mk 5:28,1,1,0,0
2289,Mt 9:21,1,1,0,0
2290,Rt 1:9,22,0,0,0
2291,J 8:56,2,2,2,0
2292,J 8:57,2,2,1,0
2293,Est 10:5,1,0,0,0
2294,Joz 5:16,3,3,0,0
2295,Ex 3:5,2,2,0,0
2296,Lv 9:5,2,2,2,0
2297,Gn 45:2,5,0,0,0
2298,Sd 2:4,5,0,0,0
2299,J 19:15,2,2,2,0
2300,L 20:8,1,0,0,0
2301,Mt 21:27,1,0,0,0
2302,Mt 21:23,1,1,1,0
2303,Sk 2:17,16,16,15,0
2304,Mt 15:13,4,4,4,0
2305,Z 25:16,3,0,0,0
2306,Z 26:11,3,3,3,0
2307,Z 27:7,3,0,0,0
2308,Z 30:11,3,0,0,0
2309,Z 86:16,3,0,0,0
2310,1K 8:10,3,1,1,0
2311,2Kr 20:3,1,1,1,0
2312,Iz 38:3,1,1,1,0
2313,2K 11:26,5,5,4,1
